,driver_id,trip_count,total_trip_duration,total_trip_distance,number of days
3075,2a9eb8b3802a86742aa75851b2a114e669fcdb4f8cfe5e2534c196200ad2052b,30,50594.0,230.3899999999999,15
3076,2a9ec247aef8c4dad3b126b3e145fc60fed66becf2091ced9b724bf52a0bf2b5,16,25297.0,94.90999999999998,13
3077,2aa0225b1fde7ad9476dd9fd10b89e939eeca084f4f36aca1891647188cfd457,14,19705.0,80.69999999999995,3
3078,2aa56e9af69989c2c5ecbb20c6203ce8b35f124ebd16cabf98adb1e62ac4195f,23,52500.0,226.70999999999992,6
3079,2aa6861ef7ab134faa2bfec41f6d587b5a4740f5f4dbbf6554f82a6e1dd6de37,27,54101.0,173.80999999999983,13
3080,2aaddc331267c42b41f6609cd033d9ea58127f2ea03c9b3948a25be34db84735,3,1661.0,4.48,2
3081,2ab0ec82e342fc0131baf3ffb616fc9b32d052c76c0902a17fd88cd77cacc2de,10,7551.0,11.279999999999987,4
3082,2ab82f619795ab27ed56c0e2556ceaca6f7462fd0f1cc406dcb6acf88f1d095f,49,60663.0,217.7699999999998,11
3083,2ac13e9d6e75d29e6e887b79fb1684509da52afb5d8bbec1aa6e5ae0a0b7bd95,24,23499.0,85.41999999999996,4
3084,2ac1a4d82362e0cbfda9f304776b6199b910ce37ffe8327e8918581524956651,28,18649.0,53.66999999999999,4
3085,2ac1ce8a09f8d4ea59484998d120ffcd67b0a667ffd0faa6b5d4866f36804dd1,45,48050.0,195.06999999999994,18
3086,2ac5b691fa275be817b9c8cd1a90d23383ca77c1b20fa4058caf3de6260425d2,39,46369.0,165.41999999999993,16
3087,2ac6d46e5b9105c3cda5b75da475f241162351c459704114e40e9e641dd130d4,49,56651.0,224.4499999999999,16
3088,2ad7b7ebb0c943e42c4dc302be8160fc45baa375748d89375c907a2439bfe98e,7,2793.0,14.709999999999999,3
3089,2ada1f46bf8886311faba5606a3d15eefc909dc733b6bd4ecc6675714ebb67d4,24,78371.0,239.22999999999988,13
3090,2adc2ef5679593325591e4087afbb0faadf80f79d0972a7230419b27aef137f6,23,22428.0,75.32999999999997,9
3091,2adc685aba2669f84eefd3e3bf54fe2597586d9c2ca8f5ecb2b8de1c2076d7d7,1,2150.0,5.619999999999991,4
3092,2add69ab22442d6772fd017cb65ec5abdd674392233f25fdf9a228b5f1970c57,83,110849.0,479.46999999999974,14
3093,2ae68605df55c69f873a1466c498f2a1c00ffb3dce73b4187dc932a761fb0007,9,12916.0,46.269999999999975,10
3094,2ae7865befd8761c2c20a4d920080dd7b873ed2dc408d1567a98b58602207511,14,20229.0,123.97999999999996,9
3095,2aecf436330a44377f78cdcba37944a40f6cd52deac84e974a0e87cf0b720d94,7,10899.0,34.72999999999999,7
3096,2af0790ba32f2bcb5d517189e82c4fed54c342aa7123024450e4e97f1e05b545,15,12615.0,49.43999999999998,6
3097,2af3b0552dec5518e9d07a48440e9534ae6f5418a38e4a227ba9698bc642bb69,43,64862.0,236.4899999999998,12
3098,2af4070abd89d245893556568bb61558ca690172698b74dab5b5d1aa5d10fa86,1,1617.0,10.500000000000009,3
3099,2af5ed2039b8789be311dd727b7fdf894a530d8aab273a8f44e04579b975ca1b,7,5919.0,31.099999999999994,8
3100,2af5f52aa16e0b4ad6794fed6af52feb93fdf12afd391486106fc37671fe3795,2,1785.0,3.0000000000000018,1
3101,2af60f56ce1c292809edf9633602c28a142c199775fce1d988ff26398106d49c,1,1892.0,8.959999999999992,1
3102,2afc55bff49568bcf486f0dfd387bd2767b53e762dece02621f07727d8b24ad4,44,49620.0,137.62999999999994,13
3103,2afdd7f1fcff0d88635b41b02139149b84b21a14d98b38cd5a9567b4e5d15c66,8,10400.0,39.57999999999998,19
3104,2b0028d1768ee1bc13ee92c7987dc5bc15097f299fb4087bc9b542ff9f22567c,10,23943.0,105.09999999999992,4
3105,2b013929a3a48aae82e8c24bcc38dbc70048b5ce497f3832602f72aefcc2b869,14,21914.0,78.32999999999997,11
3106,2b015149a825389348418a399dd7f93c40119b7a3c06694462d1bd2c7580c544,2,1444.0,0.26,3
3107,2b03109932c9888315faaef0e03671c98b279b55b9b15e6887991fe4471368a9,124,70033.0,177.78,12
3108,2b0401f537ead93232db6bc10974d73f38ae6e4e740a20c0824e4535d9a47c87,3,12084.0,41.05999999999994,3
3109,2b0676586ab5be81d0730a8b2ab951dc63b0131575e3302296eae17de3cff295,67,59269.0,237.68999999999994,9
3110,2b07da543d6c7806fc45e25f997f9622a4748948b531c5875eba51703c7e420f,166,181430.0,720.1299999999997,13
3111,2b15accc9e372406ddf2c0e2f63142c613a7d6d31f197ed95e7735c51c157489,5,2283.0,10.019999999999998,5
3112,2b15f68cc8055fd3bcd32bdb9f56db59258503c438a6ae1d4013f6305e3e312e,52,57906.0,230.2799999999999,15
